,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,46,39,1521,47,34.02,1092,139.29,0,5,1,103,43,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
3,R Uthappa,42,38,1178,76,32.78,1026,114.81,0,4,2,88,48,0
4,A Rayudu,33,29,1015,76,24.37,783,129.63,0,5,3,100,52,0
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
6,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
8,M Agarwal,39,33,1254,47,33.82,891,140.74,0,2,9,92,45,0
9,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,1
10,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,1
11,M Henriques,11,8,159,62,31.8,122,130.32,0,2,0,8,7,0
12,A Singh,37,32,992,71,40.34,896,110.71,0,6,8,75,42,1
