,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
2,R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45,1
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,1
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
5,K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55,1
6,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
7,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
8,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
9,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
10,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
11,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
12,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
13,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,1
