,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
2,R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45,1
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,1
4,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
5,M Lomror,40,35,1225,44,29.2,805,152.17,0,3,1,77,40,0
6,P Silva,8,7,55,14,13.75,50,110.0,0,0,0,3,0,0
7,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
8,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
10,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,1
11,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,1
12,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
