,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Gaikwad,47,42,1386,44,23.68,1218,113.79,0,5,6,103,51,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
3,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
4,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
8,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
9,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
12,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
13,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
14,C Woakes,55,51,1938,65,34.93,1326,146.15,0,4,2,103,49,1
15,T Curran,15,6,36,14,18.0,27,133.33,0,0,0,0,3,1
16,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
