,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
3,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,1
4,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
5,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
6,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
7,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
8,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
9,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
10,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
11,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
