,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,50,43,1505,76,33.12,1032,145.83,0,6,4,87,44,1
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
2,S Samson,34,30,1170,74,34.7,780,150,0,3,9,102,51,1
3,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,1
4,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
5,R Tripathi,45,39,1443,59,41.54,1014,142.31,0,4,8,95,49,0
6,D Kulkarni,43,39,1365,73,24.21,1092,125,0,0,6,98,41,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
8,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
10,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,1
11,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
12,Y Pathan,55,49,1568,75,39.22,1274,123.08,0,3,4,80,43,1
