,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Padikkal,36,32,1248,48,42.39,864,144.44,0,6,2,101,44,1
1,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
4,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
5,G Singh,35,31,1023,70,39.32,837,122.22,0,2,8,83,48,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
7,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
8,S Watson,38,32,1088,68,38.34,864,125.93,0,6,9,85,46,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,A Rayudu,53,46,1748,65,30.69,1058,165.22,0,2,2,97,50,1
11,N Jagadeesan,46,42,1554,62,35.54,966,160.87,0,7,3,89,42,1
12,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
13,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
14,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
