,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Rahane,40,34,1326,43,32.85,884,150,0,7,1,83,51,1
1,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
2,S Samson,33,26,858,75,29.25,728,117.86,0,0,8,76,40,0
3,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
4,R Tripathi,38,33,1122,62,23.88,759,147.83,0,1,2,100,40,1
5,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,1
6,R Parag,40,33,1188,63,37.66,957,124.14,0,3,4,83,44,0
7,D Kulkarni,52,47,1739,63,36.7,1363,127.59,0,2,8,97,49,1
8,S Watson,55,49,1911,59,30.84,1323,144.44,0,0,1,77,55,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
11,A Rayudu,37,30,930,63,38.52,840,110.71,0,7,1,103,39,1
12,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
13,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
14,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
15,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,0
