,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Agarwal,42,37,1332,58,30.64,1036,128.57,0,3,2,90,46,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,A Markram,2,2,18,15,9,17,105.88,0,0,0,1,1,1
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,D Hooda,33,28,868,73,34.62,756,114.81,0,5,1,91,41,0
6,A Singh,53,49,1862,52,24.04,1323,140.74,0,4,0,88,42,1
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,W Saha,43,39,1287,69,35.83,897,143.48,0,7,4,86,52,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
10,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
11,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
12,A Samad,40,34,1326,72,28.15,850,156,0,2,4,83,43,1
