,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Agarwal,56,50,1600,53,38.78,1200,133.33,0,3,5,97,43,1
2,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
3,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
4,K Nair,55,49,1519,71,37.55,1274,119.23,0,6,5,77,51,0
5,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
6,S Cottrell,22,7,15,4,5,22,68.18,0,0,1,2,0,0
7,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
8,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
9,S Samson,44,40,1480,43,42.43,960,154.17,0,4,7,89,45,1
10,R Uthappa,42,36,1116,66,40.91,864,129.17,0,1,2,98,43,1
11,R Parag,53,48,1680,59,30.13,1200,140,0,4,1,82,47,0
12,T Curran,15,6,36,14,18,27,133.33,0,0,0,0,3,1
