,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,0
3,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
4,M Agarwal,44,38,1178,49,37.85,988,119.23,0,2,6,84,48,1
5,J Sharma,49,44,1672,53,41.15,1056,158.33,0,5,5,81,47,0
6,R Dhawan,33,27,972,68,38.44,675,144,0,0,6,89,42,1
7,A Singh,52,47,1598,56,36.64,1175,136,0,1,8,87,55,0
8,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
10,R Patidar,44,37,1147,42,30.57,925,124,0,4,4,97,46,1
11,M Lomror,57,51,1785,75,31.92,1326,134.62,0,1,2,80,44,0
12,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,1
13,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
14,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
