,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
5,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
6,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,1
7,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
9,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,S Warrier,38,32,1248,74,33.29,864,144.44,0,2,7,86,48,0
12,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
