,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
1,S Watson,45,41,1476,53,33.3,1025,144,0,4,2,85,41,0
2,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
3,M Vijay,48,43,1419,72,40.84,1118,126.92,0,4,8,78,44,1
4,A Rayudu,55,50,1950,49,38.82,1250,156,0,1,2,99,45,1
5,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
6,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
7,H Singh,3,3,23,17,7.66,48,47.91,0,0,0,1,0,1
8,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
9,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
10,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
11,S Yadav,54,48,1488,43,30.25,1152,129.17,0,0,0,77,48,1
12,I Kishan,51,46,1564,74,24.99,1196,130.77,0,1,1,95,48,0
13,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
14,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
15,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
