,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Roy,32,32,743,78,23.21,512,145.11,0,4,4,75,35,1
1,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
2,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
3,P Garg,57,51,1887,68,42.21,1377,137.04,0,2,4,96,42,0
4,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
5,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,1
6,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
7,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,1
8,D Christian,16,7,27,9,6.75,28,96.42,0,0,1,2,0,1
9,K Bharat,56,51,1683,53,29.42,1275,132.0,0,4,9,97,46,0
10,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,1
11,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
12,G Garton,35,28,1092,50,33.13,728,150.0,0,5,0,82,43,0
