,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
6,M Sharma,41,34,1054,76,41.17,884,119.23,0,7,8,97,40,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
9,K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
12,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
13,S Cottrell,22,7,15,4,5.0,22,68.18,0,0,1,2,0,1
