,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
1,D Padikkal,49,43,1333,65,24.23,1204,110.71,0,0,8,96,44,1
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
3,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
4,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
5,K Bharat,51,47,1457,68,35.92,1175,124,0,4,2,90,55,0
6,R Gaikwad,36,32,1120,50,26.8,864,129.63,0,0,3,88,47,1
7,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
8,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
9,A Rayudu,43,37,1147,55,24.56,888,129.17,0,5,6,95,41,1
10,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
11,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
