,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,1
2,R Patidar,35,29,1044,62,30.28,812,128.57,0,4,1,80,45,0
3,G Maxwell,61,54,1576,145,35.02,985,160.0,3,7,1,133,81,0
4,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
5,K Jamieson,51,44,1364,66,24.71,1188,114.81,0,1,7,98,55,1
6,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
8,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
9,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
10,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
11,S Hasan,76,76,1567,84,23.74,1266,123.77,0,9,5,163,33,0
12,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
13,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,0
14,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
15,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
