,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,0
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
2,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
3,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
4,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
5,A Nath,45,39,1443,60,36.7,936,154.17,0,7,8,84,47,1
6,P Negi,46,39,1482,72,28.84,1014,146.15,0,1,7,77,46,0
7,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
8,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
10,C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53,1
11,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
12,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
13,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
14,S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0,0
