,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Uthappa,44,37,1147,53,35.33,962,119.23,0,4,3,82,47,1
1,R Gaikwad,43,38,1254,62,31.83,1064,117.86,0,6,0,80,54,0
2,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
3,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
4,A Rayudu,33,29,1015,53,40.95,667,152.17,0,6,7,81,47,1
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
6,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
10,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,1
11,D Hooda,51,45,1530,71,25.69,1170,130.77,0,2,2,92,42,0
12,A Badoni,54,48,1776,56,32.09,1392,127.59,0,7,9,88,47,0
13,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
14,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,1
