,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
1,D Padikkal,57,50,1750,66,33.31,1150,152.17,0,5,9,95,53,1
2,S Samson,38,33,1056,63,28.36,825,128,0,5,0,99,51,1
3,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
4,R Parag,40,33,1089,60,26.52,792,137.5,0,0,0,96,47,0
5,K Nair,41,34,1292,62,28.89,884,146.15,0,0,9,99,39,0
6,M Krishna,57,50,1800,76,39.93,1300,138.46,0,6,8,86,54,1
7,P Shaw,43,36,1404,49,28.75,1008,139.29,0,4,1,93,50,1
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
9,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,1
