,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Philippe,36,29,1102,44,26.43,812,135.71,0,3,0,100,41,1
1,D Padikkal,39,34,1224,51,33.46,782,156.52,0,6,5,89,49,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
3,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
4,G Singh,33,27,999,50,33.08,783,127.59,0,2,5,100,42,1
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
6,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,W Saha,52,47,1551,61,28.32,1316,117.86,0,0,1,102,55,1
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
10,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
11,A Sharma,52,47,1692,64,40.49,1175,144,0,1,0,79,39,0
12,A Samad,45,39,1521,45,35.02,1053,144.44,0,2,7,91,49,0
