,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
2,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
3,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
4,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,1
5,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
6,R Gaikwad,43,36,1152,44,24.27,864,133.33,0,2,9,80,40,1
7,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
8,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
9,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
10,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
11,A Rayudu,57,51,1989,45,34.77,1377,144.44,0,4,0,88,43,0
12,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
13,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
