,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,1
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
3,H Dussen,9,8,254,64,31.75,192,132.29,0,2,1,14,12,0
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
5,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
9,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,1
10,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
11,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
12,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
