,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,55,49,1862,43,29.31,1127,165.22,0,6,8,74,50,1
2,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
3,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
4,S Yadav,44,37,1221,43,38.9,1073,113.79,0,1,7,97,48,1
5,P Chawla,40,35,1085,66,24.31,910,119.23,0,2,2,75,47,0
6,J Roy,32,32,743,78,23.21,512,145.11,0,4,4,75,35,1
7,A Sharma,54,49,1666,57,35.67,1225,136,0,0,0,74,51,1
8,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
9,A Samad,43,38,1406,46,26.65,874,160.87,0,4,7,86,50,0
10,P Garg,43,39,1443,67,28.64,1131,127.59,0,5,6,78,40,0
11,W Saha,38,34,1054,50,40.88,918,114.81,0,1,0,91,51,0
