,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,1
3,Y Singh,58,51,1177,77,28.02,863,136.38,0,8,1,77,74,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,1
6,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,1
7,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,0
8,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
9,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
10,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,1
11,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
12,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
13,M Sharma,41,34,1054,76,41.17,884,119.23,0,7,8,97,40,0
14,I Tahir,38,4,19,9,19.0,18,105.55,0,0,0,1,1,0
