,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
1,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
2,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
3,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
4,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
5,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
6,V Iyer,50,44,1584,53,30.7,1012,156.52,0,5,1,77,41,0
7,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
8,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
9,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
10,S Billings,26,23,348,87,17.4,255,136.47,0,2,1,33,11,0
11,R Salam,57,51,1938,65,23.67,1275,152.0,0,2,0,82,40,0
12,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,0
