,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
2,S Yadav,34,27,1026,61,34.51,702,146.15,0,6,7,74,46,1
3,I Kishan,33,26,858,59,33.8,754,113.79,0,4,9,77,49,0
4,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,1
5,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
6,J Pattinson,38,32,1024,72,37.3,896,114.29,0,0,0,74,50,1
7,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
8,M Agarwal,57,50,1650,69,31.19,1250,132,0,2,2,80,46,1
9,K Nair,43,38,1406,63,41.4,1026,137.04,0,1,5,96,43,0
10,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,1
11,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,0
12,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,0
13,S Cottrell,22,7,15,4,5,22,68.18,0,0,1,2,0,0
