,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
2,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,1
3,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
4,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
5,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
6,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
8,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,1
9,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
10,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,1
