,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,I Kishan,47,43,1591,55,28.31,1161,137.04,0,5,8,94,39,0
2,D Brevis,53,48,1824,66,27.51,1200,152,0,3,8,93,47,0
3,S Yadav,54,47,1457,62,37.06,1081,134.78,0,3,0,79,47,1
4,T Varma,54,49,1715,57,36.81,1127,152.17,0,5,3,78,51,1
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
6,R Gaikwad,55,48,1488,44,37.47,1296,114.81,0,4,9,100,41,0
7,R Uthappa,50,46,1426,64,30.15,1058,134.78,0,6,0,83,42,1
8,A Rayudu,45,39,1521,62,29.9,897,169.57,0,7,4,89,54,1
9,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,0
10,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
11,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
