,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
2,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,1
3,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,0
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
5,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,0
6,B Indrajith,51,46,1656,54,33.26,1196,138.46,0,3,7,101,55,0
7,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
8,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
10,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
12,H Rana,37,30,1080,65,36.12,780,138.46,0,7,3,88,39,0
