,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,A Rahane,34,27,864,66,24.84,756,114.29,0,1,5,99,47,0
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
6,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
7,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
8,S Yadav,53,47,1645,73,33.01,1175,140,0,5,0,94,53,1
9,I Kishan,57,52,1872,75,23.75,1456,128.57,0,0,3,100,39,1
10,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
11,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
