,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,0
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,1
2,S Yadav,37,32,1152,56,29.47,896,128.57,0,4,8,103,48,1
3,I Kishan,41,35,1155,69,42.45,910,126.92,0,3,0,95,50,1
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23,819,129.18,0,4,1,69,61,0
6,J Pattinson,56,50,1900,59,31.56,1150,165.22,0,6,1,82,51,1
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
8,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
9,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
10,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
11,P Garg,50,43,1677,71,23.64,1161,144.44,0,3,2,82,52,0
12,A Sharma,40,34,1190,44,28.03,918,129.63,0,2,3,103,39,0
13,A Samad,46,40,1520,64,28.97,1000,152,0,3,4,97,50,0
