,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,1
1,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
2,A Nath,45,39,1443,60,36.7,936,154.17,0,7,8,84,47,1
3,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
5,H Klaasen,9,9,156,69,22.28,107,145.79,0,1,0,8,11,0
6,P Negi,46,39,1482,72,28.84,1014,146.15,0,1,7,77,46,0
7,D Steyn,44,10,16,5,3.2,23,69.56,0,0,1,1,0,1
8,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
9,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
10,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,0
11,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
12,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
13,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
14,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
15,H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41,1
16,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
