,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
4,C Ingram,49,42,1470,61,24.28,966,152.17,0,1,0,80,53,0
5,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,1
6,S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0,0
7,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,1
8,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
9,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,0
10,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
11,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
12,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
13,H Klaasen,9,9,156,69,22.28,107,145.79,0,1,0,8,11,0
14,G Singh,57,52,1716,46,25.11,1248,137.5,0,1,3,96,52,0
15,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
