,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
2,R Uthappa,36,31,992,76,36.73,899,110.34,0,6,3,89,51,0
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
5,S Gill,50,43,1333,53,34.91,1075,124,0,3,9,79,46,0
6,P Chawla,56,52,1820,42,30.32,1508,120.69,0,4,6,92,42,1
7,M Krishna,52,46,1426,70,26.58,1058,134.78,0,5,4,90,53,0
8,H Gurney,36,31,1116,76,25.96,868,128.57,0,7,4,77,48,0
9,S Watson,35,28,952,49,40.63,644,147.83,0,0,2,98,53,0
10,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
11,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
12,A Rayudu,49,45,1485,47,32.86,1125,132,0,1,4,76,42,0
13,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,1
14,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
15,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
16,I Tahir,38,4,19,9,19,18,105.55,0,0,0,1,1,1
