,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
1,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,1
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
4,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
5,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
6,C Varun,39,32,1120,56,31.73,768,145.83,0,7,4,85,48,1
7,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,0
8,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
12,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
