,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
2,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
4,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,1
5,A Badoni,43,36,1404,51,39.75,972,144.44,0,2,1,79,46,1
6,P Chameera,19,10,31,12,7.75,40,77.5,0,0,2,3,0,1
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
8,M Wade,40,33,1122,74,30.36,858,130.77,0,0,2,83,42,1
9,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
10,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
11,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,1
12,A Manohar,47,40,1440,76,24.2,1040,138.46,0,7,2,103,54,1
