,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,1
3,Y Singh,58,51,1177,77,28.02,863,136.38,0,8,1,77,74,1
4,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,0
5,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
6,M McClenaghan,29,8,24,10,6.0,23,104.34,0,0,2,1,2,0
7,S Malinga,79,30,128,27,7.11,153,83.66,0,0,6,9,4,0
8,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,0
9,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,0
10,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,0
11,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
12,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
13,C Grandhomme,33,31,479,59,19.95,321,149.22,0,3,3,27,29,0
14,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
