,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,C Munro,60,57,1546,109,30.92,966,160.04,3,9,5,114,100,1
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
6,K Paul,18,12,142,29,20.28,123,115.44,0,0,0,8,8,1
7,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,0
8,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,0
9,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
10,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,1
11,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
12,R Bhui,52,45,1440,66,28.07,1170,123.08,0,6,1,101,47,0
13,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
14,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
15,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,1
