,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
3,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
4,J Sharma,36,30,1080,67,34.03,690,156.52,0,1,9,81,42,1
5,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,1
6,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
7,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
8,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
9,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
10,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
