,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,E Lewis,29,28,833,125,30.85,544,153.12,2,5,3,54,67,0
1,Y Jaiswal,39,35,1120,58,31.88,910,123.08,0,7,5,94,43,1
2,S Samson,39,33,1089,69,39.51,957,113.79,0,7,5,74,49,1
3,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,0
4,M Lomror,45,41,1558,59,37.41,1066,146.15,0,1,8,82,43,1
5,R Parag,53,47,1457,70,32.82,1363,106.9,0,1,4,99,39,0
6,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
7,J Roy,32,32,743,78,23.21,512,145.11,0,4,4,75,35,1
8,W Saha,53,48,1488,67,38.88,1392,106.9,0,5,7,97,45,1
9,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,1
10,P Garg,47,43,1505,52,37.2,1204,125,0,0,1,98,46,0
11,A Sharma,54,48,1728,73,36.99,1104,156.52,0,1,2,79,42,1
12,A Samad,56,50,1650,71,41.82,1450,113.79,0,1,8,79,47,0
