,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
1,A Rawat,55,50,1550,55,26.51,1150,134.78,0,1,2,96,41,0
2,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
3,G Maxwell,61,54,1576,145,35.02,985,160,3,7,1,133,81,1
4,S Prabhudessai,40,33,1188,52,30.24,825,144,0,3,0,75,54,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
6,P Silva,2,2,22,21,11,22,100,0,0,0,1,0,0
7,P Shaw,36,31,1147,64,41.66,806,142.31,0,1,9,99,55,1
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
9,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,0
10,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
11,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
