,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
1,S Khan,1,1,7,7,7,6,116.66,0,0,0,1,0,1
2,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,1
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
4,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,0
5,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
6,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
7,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,1
8,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
9,M Agarwal,37,30,1050,57,29.95,690,152.17,0,2,7,100,52,0
10,J Sharma,48,43,1677,74,40.53,1075,156,0,6,0,96,41,1
11,R Dhawan,57,51,1836,50,30.92,1326,138.46,0,7,8,76,51,0
12,A Singh,39,33,1287,73,36.41,792,162.5,0,4,3,90,51,1
