,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,46,41,1394,57,24.37,1107,125.93,0,2,1,101,43,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,0
4,C Ingram,42,35,1365,53,30.3,945,144.44,0,3,0,89,46,0
5,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,0
6,I Sharma,42,37,1443,75,38.46,888,162.5,0,4,6,93,52,0
7,S Lamichhane,18,8,23,9,5.75,29,79.31,0,0,1,1,0,0
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,0
9,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
10,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
11,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,0
12,D Hooda,42,35,1295,69,32.71,910,142.31,0,2,1,81,45,1
13,Y Pathan,49,44,1364,50,27.83,1276,106.9,0,5,5,81,43,0
