,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,1
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,1
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,0
6,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,0
7,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
8,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
9,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,0
10,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
11,S Dube,6,4,64,54,32.0,42,152.38,0,1,0,3,4,0
12,I Udana,27,19,226,84,22.6,152,148.68,0,1,2,15,13,1
