,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,W Saha,48,41,1271,61,27.02,1025,124,0,7,0,76,42,1
1,S Gill,39,33,1023,71,35.62,924,110.71,0,7,6,97,49,0
2,B Sudharsan,50,45,1710,54,36.81,1080,158.33,0,3,5,94,42,1
3,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
4,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
5,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
6,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
7,P Rajapaksa,5,5,131,77,32.75,95,137.89,0,1,0,7,9,1
8,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
9,M Agarwal,36,32,1184,60,25.94,736,160.87,0,6,0,98,49,0
10,J Sharma,34,27,1026,56,26.86,783,131.03,0,7,0,103,52,1
11,R Dhawan,42,37,1184,55,30.41,925,128,0,7,8,83,50,1
12,A Singh,43,37,1443,67,34.62,888,162.5,0,5,9,92,43,1
