,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
1,M Agarwal,55,49,1617,46,30.67,1372,117.86,0,3,2,80,52,1
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
4,D Hooda,46,42,1554,50,31.74,1134,137.04,0,6,3,75,49,1
5,M Henriques,11,8,159,62,31.8,122,130.32,0,2,0,8,7,0
6,F Allen,11,9,64,27,9.14,56,114.28,0,0,2,5,3,1
7,A Singh,48,42,1344,72,34.2,1092,123.08,0,6,9,92,52,0
8,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
9,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,1
10,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
11,V Singh,1,1,15,15,15,13,115.38,0,0,0,1,0,0
12,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
13,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,0
14,A Sharma,37,30,1050,42,30.49,720,145.83,0,2,8,96,55,1
