,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Agarwal,57,53,1961,69,31.91,1484,132.14,0,4,7,84,40,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
3,D Hooda,41,37,1258,47,37.18,1036,121.43,0,2,7,74,43,1
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,J Richardson,9,3,13,7,13,6,216.66,0,0,1,2,0,0
6,A Singh,52,47,1833,59,23.96,1128,162.5,0,4,9,77,39,1
7,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
8,M Vohra,36,30,960,66,41.35,750,128,0,5,7,79,49,0
9,S Samson,44,37,1295,43,25.2,1073,120.69,0,5,0,101,48,1
10,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
11,S Dube,6,4,64,54,32,42,152.38,0,1,0,3,4,1
12,R Parag,52,47,1692,65,36.9,1128,150,0,7,0,95,46,1
13,C Morris,23,13,133,55,14.77,102,130.39,0,1,3,12,5,1
