,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
1,R Sharma,104,96,2633,118,32.1,1905,138.21,4,19,6,234,120,1
2,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,1
3,S Tiwary,40,36,1188,60,30.9,972,122.22,0,0,8,77,51,0
4,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
5,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,1
6,J Pattinson,34,30,1020,64,31.07,750,136.0,0,4,1,91,41,1
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,0
8,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
9,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
10,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,1
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
12,N Naik,45,40,1320,69,42.04,960,137.5,0,0,9,86,49,0
13,S Warrier,38,32,1248,74,33.29,864,144.44,0,2,7,86,48,0
