,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
1,J Bairstow,34,29,603,68,26.21,450,134.0,0,3,2,56,25,0
2,V Shankar,9,4,101,43,25.25,73,138.35,0,0,0,11,5,1
3,M Pandey,32,27,587,79,39.13,478,122.8,0,2,2,40,16,1
4,D Hooda,47,42,1344,67,33.09,966,139.13,0,3,6,78,51,0
5,Y Pathan,40,34,1326,43,25.88,850,156.0,0,1,3,84,55,0
6,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
7,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
8,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
9,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
10,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
11,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
12,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
