,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,P Shaw,53,47,1692,68,35.5,1128,150.0,0,0,1,80,39,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,0
2,C Munro,60,57,1546,109,30.92,966,160.04,3,9,5,114,100,1
3,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,0
4,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
5,S Rutherford,3,3,17,9,5.66,23,73.91,0,0,0,1,0,0
6,K Paul,18,12,142,29,20.28,123,115.44,0,0,0,8,8,0
7,A Mishra,37,32,1120,56,38.87,800,140.0,0,0,6,83,41,1
8,I Sharma,34,28,924,66,38.58,700,132.0,0,1,0,92,40,1
9,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
10,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,1
11,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
12,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,0
13,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
14,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
15,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,1
16,I Tahir,38,4,19,9,19.0,18,105.55,0,0,0,1,1,0
