,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Watson,40,35,1085,76,36.87,945,114.81,0,0,5,94,39,1
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
2,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,1
3,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
4,A Rayudu,48,41,1312,74,40.18,1148,114.29,0,4,3,87,52,1
5,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
6,S Kuggeleijn,9,5,65,35,32.5,30,216.66,0,0,1,4,6,1
7,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
8,H Singh,7,6,117,44,39.0,102,114.7,0,0,0,6,3,1
9,I Tahir,38,4,19,9,19.0,18,105.55,0,0,0,1,1,0
10,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
11,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
12,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,0
13,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,1
14,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,0
15,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
16,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
17,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,0
