,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
1,D Warner,76,76,2079,100,30.57,1476,140.85,1,15,5,203,86,1
2,M Marsh,11,11,175,36,21.87,151,115.89,0,0,0,7,9,1
3,R Pant,26,24,409,65,20.45,336,121.72,0,2,3,28,18,1
4,R Powell,23,18,311,54,20.73,250,124.4,0,2,1,26,13,1
5,R Patel,30,26,526,55,23.9,414,127.05,0,3,1,31,31,0
6,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
7,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
8,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
9,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,1
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,1
11,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,0
