,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,M Agarwal,45,39,1248,68,30.44,1131,110.34,0,0,2,93,55,0
1,S Dhawan,58,57,1504,92,27.85,1173,128.21,0,9,1,166,46,1
2,J Bairstow,34,29,603,68,26.21,450,134,0,3,2,56,25,0
3,L Livingstone,2,2,16,16,8,19,84.21,0,0,1,1,0,1
4,J Sharma,56,52,1924,71,26.13,1352,142.31,0,6,9,90,51,1
5,A Singh,52,48,1488,49,38.28,1392,106.9,0,0,4,77,42,0
6,M Wade,45,40,1240,72,41.22,920,134.78,0,6,6,88,45,0
7,S Gill,46,41,1271,59,41.24,1148,110.71,0,5,4,103,43,1
8,B Sudharsan,53,48,1728,48,40.43,1152,150,0,2,3,85,50,1
9,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
10,D Miller,72,62,1309,101,29.75,935,140,1,2,0,91,57,0
11,A Manohar,41,37,1369,49,27.25,1073,127.59,0,5,1,78,42,0
