,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,Y Jaiswal,57,50,1550,61,25.8,1450,106.9,0,7,9,91,44,1
2,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
3,D Padikkal,48,43,1376,46,29.0,1204,114.29,0,5,6,93,47,1
4,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
5,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,0
6,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,1
7,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
8,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,0
9,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
10,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
11,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,1
12,A Samad,38,31,1178,59,33.53,744,158.33,0,4,2,85,49,0
