,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,V Kohli,75,70,2633,94,52.66,1907,138.07,0,24,2,247,71,1
1,A Villiers,78,75,1672,79,26.12,1237,135.16,0,10,5,140,60,1
2,M Stoinis,19,14,136,33,15.11,117,116.23,0,0,1,14,2,0
3,H Klaasen,9,9,156,69,22.28,107,145.79,0,1,0,8,11,1
4,G Singh,57,52,1716,46,25.11,1248,137.5,0,1,3,96,52,0
5,P Patel,2,2,14,8,14.0,11,127.27,0,0,0,0,0,1
6,P Negi,46,39,1482,72,28.84,1014,146.15,0,1,7,77,46,0
7,K Khejroliya,43,36,1224,73,30.59,936,130.77,0,2,4,101,44,0
8,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,1
9,L Livingstone,2,2,16,16,8.0,19,84.21,0,0,1,1,0,0
10,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,1
11,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
12,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,1
13,S Binny,41,35,1155,44,42.56,805,143.48,0,4,8,77,50,0
14,M Lomror,40,35,1225,44,29.2,805,152.17,0,3,1,77,40,1
15,O Thomas,10,4,8,8,4.0,11,72.72,0,0,2,2,0,0
