,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,0
1,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
3,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,1
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
5,C Brathwaite,41,27,310,37,14.76,274,113.13,0,0,3,13,22,0
6,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
7,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,1
8,Y Raj,48,44,1408,55,35.91,1188,118.52,0,0,0,96,54,0
9,M Krishna,50,43,1333,47,32.15,1204,110.71,0,4,0,95,39,0
10,A Rahane,46,42,1512,62,23.78,1134,133.33,0,1,0,74,54,1
11,S Samson,45,40,1440,63,23.83,1120,128.57,0,2,4,103,48,0
12,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,0
13,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
14,R Parag,47,41,1435,69,33.44,1189,120.69,0,6,2,77,44,1
15,S Binny,41,35,1155,44,42.56,805,143.48,0,4,8,77,50,0
16,O Thomas,10,4,8,8,4.0,11,72.72,0,0,2,2,0,0
