,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
1,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,0
2,M Agarwal,34,27,999,70,29.82,783,127.59,0,7,9,78,48,1
3,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,1
4,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,1
5,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
6,A Tye,26,11,61,20,10.16,55,110.9,0,0,2,4,3,1
7,A Singh,46,39,1443,72,34.02,1131,127.59,0,5,9,98,43,0
8,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
9,C Lynn,18,16,291,44,19.4,221,131.67,0,0,1,28,14,1
10,R Uthappa,45,40,1360,70,29.91,1120,121.43,0,7,2,78,44,1
11,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,1
12,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
13,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
14,R Singh,12,10,266,101,33.25,177,150.28,1,1,1,13,19,0
15,P Chawla,49,44,1408,63,34.04,1012,139.13,0,4,6,74,48,0
16,H Gurney,36,32,1152,65,40.84,736,156.52,0,0,2,79,41,0
17,S Warrier,38,32,1248,74,33.29,864,144.44,0,2,7,86,48,1
