,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,0
1,D Padikkal,56,52,1924,71,34.45,1404,137.04,0,1,3,94,52,0
2,S Samson,38,34,1190,52,37.42,816,145.83,0,4,2,84,50,1
3,K Nair,54,49,1715,60,38.59,1274,134.62,0,4,9,76,50,0
4,R Parag,52,48,1584,49,24.01,1296,122.22,0,6,4,84,55,1
5,S Hetmyer,20,18,279,56,16.41,223,125.11,0,1,2,19,17,1
6,M Krishna,46,42,1638,69,40.33,1050,156,0,2,5,90,49,0
7,B Indrajith,49,42,1470,43,41.54,1092,134.62,0,0,7,98,49,0
8,A Finch,58,58,1878,172,38.32,1200,156.5,2,11,4,182,90,0
9,S Iyer,14,13,226,62,22.6,178,126.96,0,1,1,18,9,1
10,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,1
11,R Singh,2,2,14,8,7,13,107.69,0,0,0,0,1,1
12,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
