,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,A Sharma,43,37,1147,44,24.83,999,114.81,0,4,3,97,50,1
1,K Williamson,57,55,1505,73,31.35,1236,121.76,0,9,2,158,26,0
2,R Tripathi,35,28,952,48,37.86,784,121.43,0,2,9,90,55,0
3,A Markram,2,2,18,15,9.0,17,105.88,0,0,0,1,1,1
4,N Pooran,16,16,312,58,24.0,247,126.31,0,2,1,24,17,0
5,S Singh,18,17,169,57,11.26,144,117.36,0,1,5,12,6,1
6,W Saha,40,33,1023,52,41.21,957,106.9,0,3,8,75,52,1
7,S Gill,45,41,1435,46,40.26,984,145.83,0,1,5,79,47,1
8,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,0
9,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,1
10,A Manohar,47,40,1440,76,24.2,1040,138.46,0,7,2,103,54,0
