,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,1
2,D Miller,72,62,1309,101,29.75,935,140.0,1,2,0,91,57,1
3,K Nair,39,33,1089,59,35.98,858,126.92,0,4,3,88,45,0
4,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
5,M Singh,12,12,255,42,23.18,222,114.86,0,0,0,15,5,0
6,S Khan,38,14,122,29,13.55,96,127.08,0,0,2,6,6,0
7,G Viljoen,34,28,868,51,29.83,672,129.17,0,0,8,78,42,0
8,Q Kock,38,38,1018,79,30.84,787,129.35,0,4,3,117,32,0
9,S Lad,34,27,945,64,40.97,729,129.63,0,5,9,91,53,1
10,S Yadav,56,49,1813,71,33.43,1225,148.0,0,7,4,79,47,1
11,K Pollard,68,58,1058,68,23.0,819,129.18,0,4,1,69,61,1
12,I Kishan,56,52,1872,62,36.95,1404,133.33,0,0,5,84,40,0
13,H Pandya,40,25,310,33,16.31,210,147.61,0,0,2,18,19,1
