,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,0
1,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,0
2,S Watson,45,41,1353,71,32.26,1189,113.79,0,0,9,102,54,1
3,A Rayudu,55,50,1650,68,38.08,1150,143.48,0,6,8,91,47,1
4,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
5,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
6,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
7,P Chawla,49,45,1575,44,34.46,1035,152.17,0,0,6,97,52,0
8,B Stokes,23,20,232,38,15.46,178,130.33,0,0,1,20,9,0
9,R Uthappa,37,33,1089,58,36.78,792,137.5,0,6,2,97,40,0
10,S Samson,54,48,1776,45,25.79,1152,154.17,0,4,0,83,46,0
11,S Smith,36,28,577,90,27.47,448,128.79,0,4,1,53,12,1
12,J Buttler,66,58,1260,73,26.8,912,138.15,0,7,3,102,53,1
13,R Parag,56,51,1938,46,32.56,1173,165.22,0,7,2,102,39,0
