,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,R Tripathi,54,49,1519,49,30.76,1274,119.23,0,1,8,76,53,1
1,S Gill,44,38,1368,73,36.24,1064,128.57,0,3,3,98,55,0
2,N Rana,8,4,15,7,7.5,24,62.5,0,0,1,0,0,0
3,E Morgan,86,84,2002,91,29.88,1475,135.72,0,11,3,151,96,0
4,A Russell,47,39,465,47,17.88,329,141.33,0,0,6,30,32,0
5,K Karthik,32,26,399,48,33.25,278,143.52,0,0,2,42,15,0
6,C Varun,44,40,1440,73,31.9,1040,138.46,0,2,8,88,39,1
7,S Watson,54,48,1536,70,40.41,1296,118.52,0,5,7,101,51,1
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,A Rayudu,50,43,1419,61,39.2,1075,132,0,1,8,86,53,0
10,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,1
11,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
12,K Jadhav,9,6,122,58,20.33,99,123.23,0,1,0,12,3,0
13,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,0
