,Player,Mat,Inns,Runs,HS,Ave,BF,SR,100,50,0,4s,6s,IsInD11
0,K Rahul,34,31,1138,110,43.76,777,146.46,2,8,1,102,50,1
1,M Agarwal,41,35,1365,70,33.26,980,139.29,0,3,6,77,54,0
2,C Gayle,58,54,1627,117,32.54,1139,142.84,2,13,3,138,105,0
3,D Hooda,51,45,1665,67,39.25,1170,142.31,0,3,3,94,47,1
4,N Pooran,16,16,312,58,24,247,126.31,0,2,1,24,17,0
5,J Richardson,9,3,13,7,13,6,216.66,0,0,1,2,0,0
6,A Singh,36,30,1020,61,40.17,780,130.77,0,1,0,103,53,1
7,R Gaikwad,57,53,1855,49,30.68,1484,125,0,3,5,102,39,0
8,F Plessis,44,44,1363,119,35.86,1006,135.48,1,8,0,126,45,1
9,M Ali,25,22,235,72,14.68,198,118.68,0,1,6,21,9,1
10,S Raina,78,66,1605,101,29.18,1190,134.87,1,5,3,145,58,0
11,A Rayudu,54,50,1600,42,34.36,1450,110.34,0,4,4,86,50,0
12,S Curran,5,3,35,24,11.66,23,152.17,0,0,0,3,2,1
13,R Jadeja,46,22,163,25,11.64,165,98.78,0,0,2,7,4,1
14,M Dhoni,98,85,1617,56,37.6,1282,126.13,0,2,1,116,52,0
